date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:19:26	177359/177359	---MCZ	200	added ('OK')	text/html	etag:%22a2eef0f60b215a7abf4b944ab4b651ad%22	https://www.universe.com/attractions	C:/My%20Web%20Sites/event/www.universe.com/attractions.html	(from https://www.universe.com/)
08:19:27	196890/196890	---MCZ	200	added ('OK')	text/html	etag:%22cfbbbadfcc1c0a6ebe90452285e719d7%22	https://www.universe.com/clubs	C:/My%20Web%20Sites/event/www.universe.com/clubs.html	(from https://www.universe.com/)
08:19:28	79446/79446	---MCZ	200	added ('OK')	text/html	etag:%22ce0e7a80d41d99b8c0fd5fd8848ddaca%22	https://www.universe.com/discover	C:/My%20Web%20Sites/event/www.universe.com/discover.html	(from https://www.universe.com/)
08:19:28	197110/197110	---M--	200	added ('OK')	text/html	etag:W/%2280a7b31785776806a7a028df479e3545%22	https://www.universe.com/pricing	C:/My%20Web%20Sites/event/www.universe.com/pricing.html	(from https://www.universe.com/)
08:19:28	143/143	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Jul%202025%2007:19:29%20GMT	https://www.universe.com/help/find_tickets	C:/My%20Web%20Sites/event/www.universe.com/help/find_tickets	(from https://www.universe.com/)
08:19:29	436662/436662	---MCZ	200	added ('OK')	text/html	etag:%229c7424c6ac75aa0a20461d35b8940d7e%22	https://www.universe.com/sign-in?redirectTo=/create	C:/My%20Web%20Sites/event/www.universe.com/sign-inc3d2.html	(from https://www.universe.com/)
08:19:29	153/153	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Jul%202025%2007:19:30%20GMT	https://www.universe.com/help/contact_organizer	C:/My%20Web%20Sites/event/www.universe.com/help/contact_organizer	(from https://www.universe.com/)
08:19:29	145/145	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2014%20Jul%202025%2007:19:30%20GMT	https://www.universe.com/help/get_refund	C:/My%20Web%20Sites/event/www.universe.com/help/get_refund	(from https://www.universe.com/)
08:19:29	107/107	---MC-	302	error ('Found')	text/html	date:Mon,%2014%20Jul%202025%2007:19:30%20GMT	https://www.universe.com/help	C:/My%20Web%20Sites/event/www.universe.com/help	(from https://www.universe.com/)
08:19:30	436662/436662	---MCZ	200	added ('OK')	text/html	etag:%229c7424c6ac75aa0a20461d35b8940d7e%22	https://www.universe.com/sign-in?redirectTo=/dashboard/my-events	C:/My%20Web%20Sites/event/www.universe.com/sign-inbc9c.html	(from https://www.universe.com/)
08:19:31	436662/436662	---MCZ	200	added ('OK')	text/html	etag:%229c7424c6ac75aa0a20461d35b8940d7e%22	https://www.universe.com/sign-up?redirectTo=/create	C:/My%20Web%20Sites/event/www.universe.com/sign-upc3d2.html	(from https://www.universe.com/)
08:19:32	107/107	---MC-	302	error ('Found')	text/html	date:Mon,%2014%20Jul%202025%2007:19:32%20GMT	https://www.universe.com/help	C:/My%20Web%20Sites/event/www.universe.com/help.18.delayed	(from https://www.universe.com/)
08:19:32	64913/64913	---MCZ	200	added ('OK')	text/html	etag:%222ca702bcf839c3316e8f1464a69c8259%22	https://www.universe.com/partner-with-us	C:/My%20Web%20Sites/event/www.universe.com/partner-with-us.html	(from https://www.universe.com/)
08:19:34	26476/26476	---M--	200	added ('OK')	image/png	etag:%2229217ad4c0603fc6b7e2872410a1a808%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3896dca857f2f918f6_grow-ill-3.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3896dca857f2f918f6_grow-ill-3.png	(from https://www.universe.com/)
08:19:34	275130/275130	---M--	200	added ('OK')	image/png	etag:%229113033a7895ce6a67d328c87b24cb52%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3796dca857f2f91710_grow-ill-2.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3796dca857f2f91710_grow-ill-2.png	(from https://www.universe.com/)
08:19:35	69575/69575	---MCZ	200	added ('OK')	text/html	etag:%227f1808008de92599c9505df8d191e12d%22	https://www.universe.com/features-convert	C:/My%20Web%20Sites/event/www.universe.com/features-convert.html	(from https://www.universe.com/)
08:19:35	958335/958335	---M--	200	added ('OK')	image/jpeg	etag:%22506032f6a9375075f7e517b58485d1e6%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3896dca857f2f919d2_grow-ill-1.jpg	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3896dca857f2f919d2_grow-ill-1.jpg	(from https://www.universe.com/)
08:19:35	20417/20417	---M--	200	added ('OK')	image/png	etag:%2209824e333cb0373a2a9ae52d9c1c3d09%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3996dca857f2f91a1c_654d2ea557d98c05c380eced_lockup_ic_Analytics_horiz_272px_clr-p-1080.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3996dca857f2f91a1c_654d2ea557d98c05c380eced_lockup_ic_Analytics_horiz_272px_clr-p-1080.png	(from https://www.universe.com/)
08:19:35	18905/18905	---M--	200	added ('OK')	image/png	etag:%22ab262e3bceb6200251b6a9ac220a1b00%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3996dca857f2f91aa8_654d2eaa855de1fd9d2c88b1_Google_Ads_logo.svg-p-500.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3996dca857f2f91aa8_654d2eaa855de1fd9d2c88b1_Google_Ads_logo.svg-p-500.png	(from https://www.universe.com/)
08:19:35	11128/11128	---M--	200	added ('OK')	image/png	etag:%2217f853bc97841e2b1a384671749c3ad9%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3896dca857f2f91a04_654d2f0d005dfd7b9d6ff465_2560px-Zapier_logo.svg-p-500.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3896dca857f2f91a04_654d2f0d005dfd7b9d6ff465_2560px-Zapier_logo.svg-p-500.png	(from https://www.universe.com/)
08:19:36	7589/7589	---M--	200	added ('OK')	image/png	etag:%22a32dc8fb75fb73f41dcbdb0a82ab4412%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3996dca857f2f91a6b_654d2ea5c9a4800debe13af7_61234779949475f43b19f496_Audience_Republic_Logo-p-500.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3996dca857f2f91a6b_654d2ea5c9a4800debe13af7_61234779949475f43b19f496_Audience_Republic_Logo-p-500.png	(from https://www.universe.com/)
08:19:36	67871/67871	---MCZ	200	added ('OK')	text/html	etag:%2282a17d2e74617fc287b0adbcd1cf0d8d%22	https://www.universe.com/features-create	C:/My%20Web%20Sites/event/www.universe.com/features-create.html	(from https://www.universe.com/)
08:19:37	10918/10918	---M--	200	added ('OK')	image/png	etag:%22dd43e10d29765c78f0ba22c441655712%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3e96dca857f2f91e25_Frame%206960547.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3e96dca857f2f91e25_Frame%206960547.png	(from https://www.universe.com/)
08:19:37	14251/14251	---M--	200	added ('OK')	image/png	etag:%22c48e04690bfb079e922b945669ac9270%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3d96dca857f2f91cf8_Frame%206960549.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3d96dca857f2f91cf8_Frame%206960549.png	(from https://www.universe.com/)
08:19:37	11542/11542	---M--	200	added ('OK')	image/png	etag:%22f00f635e81f000f16012ec7a6f7906c7%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3e96dca857f2f91da9_Frame%206960550.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3e96dca857f2f91da9_Frame%206960550.png	(from https://www.universe.com/)
08:19:37	18053/18053	---M--	200	added ('OK')	image/png	etag:%22e69c7d09b47a68209001c2f789271c76%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3f96dca857f2f91e60_Frame%206960551.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3f96dca857f2f91e60_Frame%206960551.png	(from https://www.universe.com/)
08:19:38	12380/12380	---M--	200	added ('OK')	image/png	etag:%22548e9f52b04106276c8af3dd19f32530%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3e96dca857f2f91e4c_Frame%206960552.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3e96dca857f2f91e4c_Frame%206960552.png	(from https://www.universe.com/)
08:19:38	30325/30325	---M--	200	added ('OK')	image/png	etag:%227b024d0dfc705dbff166015e6ff70350%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3d96dca857f2f91c86_Frame%206960535.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3d96dca857f2f91c86_Frame%206960535.png	(from https://www.universe.com/)
08:19:38	52264/52264	---M--	200	added ('OK')	image/png	etag:%22164875c6f7ce59ac2926386beaa1274f%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91c0d_Frame%206960542.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91c0d_Frame%206960542.png	(from https://www.universe.com/)
08:19:38	23813/23813	---M--	200	added ('OK')	image/png	etag:%22d3411d0ec4c4f73690357aca7aaeafa1%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3e96dca857f2f91dfd_Frame%206960536.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3e96dca857f2f91dfd_Frame%206960536.png	(from https://www.universe.com/)
08:19:39	25662/25662	---M--	200	added ('OK')	image/png	etag:%22ae957686cb28f2a0e550081453b20c53%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91beb_Frame%206960539.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91beb_Frame%206960539.png	(from https://www.universe.com/)
08:19:39	33366/33366	---M--	200	added ('OK')	image/png	etag:%2218f45dae38fe24696798f38ac2d927a7%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3d96dca857f2f91c6c_Frame%206960537.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3d96dca857f2f91c6c_Frame%206960537.png	(from https://www.universe.com/)
08:19:39	16836/16836	---M--	200	added ('OK')	image/png	etag:%22509298406abd56eea81c2c057d786076%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91be0_Frame%206960545.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91be0_Frame%206960545.png	(from https://www.universe.com/)
08:19:39	17458/17458	---M--	200	added ('OK')	image/png	etag:%22e95963c91c4b170145e5a131f7b03882%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91c3b_Frame%206960540.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91c3b_Frame%206960540.png	(from https://www.universe.com/)
08:19:40	28983/28983	---M--	200	added ('OK')	image/png	etag:%22b7aa4ab0a7fdf08e89b8eb81b42f75ae%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91bc7_Frame%206960544.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91bc7_Frame%206960544.png	(from https://www.universe.com/)
08:19:40	11705/11705	---M--	200	added ('OK')	image/png	etag:%223791c7cb9f4219331c2f5c5f29cea47a%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91c02_Frame%206960543.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3c96dca857f2f91c02_Frame%206960543.png	(from https://www.universe.com/)
08:19:40	24122/24122	---M--	200	added ('OK')	image/png	etag:%22ff6170c88cb6c5b843e254bc93ceb7a2%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3d96dca857f2f91c51_Frame%206960538.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3d96dca857f2f91c51_Frame%206960538.png	(from https://www.universe.com/)
08:19:41	17382/17382	---M--	200	added ('OK')	image/png	etag:%22fa4851b35121c5d102030bde22f48222%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3d96dca857f2f91c96_Frame%206960541.png	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3d96dca857f2f91c96_Frame%206960541.png	(from https://www.universe.com/)
08:19:42	68903/68903	---MCZ	200	added ('OK')	text/html	etag:%224d2597920e467ded033d1d5f1f7431b4%22	https://www.universe.com/features-promote	C:/My%20Web%20Sites/event/www.universe.com/features-promote.html	(from https://www.universe.com/)
08:19:42	240320/240320	---M--	200	added ('OK')	image/jpeg	etag:%22a6eab696cd1a750375df760e05179d6b%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3b96dca857f2f91ba1_globe.jpg	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/66310c3b96dca857f2f91ba1_globe.jpg	(from https://www.universe.com/)
08:19:42	65735/65735	---MCZ	200	added ('OK')	text/html	etag:%225db101204098e1df18e2eddffd161b85%22	https://www.universe.com/about	C:/My%20Web%20Sites/event/www.universe.com/about.html	(from https://www.universe.com/)
08:19:44	64512/64512	---MCZ	200	added ('OK')	text/html	etag:%228994f5fd8e0d2b99f39bb0bedfea5f09%22	https://www.universe.com/careers	C:/My%20Web%20Sites/event/www.universe.com/careers.html	(from https://www.universe.com/)
08:19:44	436662/436662	---MCZ	200	added ('OK')	text/html	etag:%229c7424c6ac75aa0a20461d35b8940d7e%22	https://www.universe.com/contact-us/demo	C:/My%20Web%20Sites/event/www.universe.com/contact-us/demo.html	(from https://www.universe.com/)
08:19:45	295208/295208	---MCZ	200	added ('OK')	text/html	etag:%2238a2d68af824ce4f244933722c3eacd3%22	https://www.universe.com/terms	C:/My%20Web%20Sites/event/www.universe.com/terms.html	(from https://www.universe.com/)
08:19:45	66845/66845	---MCZ	200	added ('OK')	text/html	etag:%2238f0f7f039a666007ca9ea69614039cd%22	https://www.universe.com/terms-of-use	C:/My%20Web%20Sites/event/www.universe.com/terms-of-use.html	(from https://www.universe.com/)
08:19:45	137955/137955	---MCZ	200	added ('OK')	text/html	etag:%22007b0aa206da4035a4cbd774f0b2ecd1%22	https://www.universe.com/privacy	C:/My%20Web%20Sites/event/www.universe.com/privacy.html	(from https://www.universe.com/)
08:19:46	56676/56676	---MCZ	200	added ('OK')	text/html	etag:%2271e4269cc9cdf19757c46373e61f3c54%22	https://www.universe.com/cookies	C:/My%20Web%20Sites/event/www.universe.com/cookies.html	(from https://www.universe.com/)
08:19:46	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=64628d0a55b289f26f93662f	C:/My%20Web%20Sites/event/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8b428.js	(from https://www.universe.com/)
08:19:47	289818/289818	---MCZ	200	added ('OK')	text/javascript	etag:W/%22d52f218ece55cd8d4fec4115fca672c8%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/js/universe-static.schunk.fef89648cd02fb8a.js	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/js/universe-static.schunk.fef89648cd02fb8a.js	(from https://www.universe.com/)
08:19:47	367274/367274	---MCZ	200	added ('OK')	text/javascript	etag:W/%226ed8c285ce228cd4ad03696a895d3fb0%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/js/universe-static.schunk.57d5559d2f0cd9f8.js	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/js/universe-static.schunk.57d5559d2f0cd9f8.js	(from https://www.universe.com/)
08:19:48	1894/1894	---MCZ	200	added ('OK')	text/javascript	etag:W/%22b6285824dd8f81e6fe756dac638eef5f%22	https://cdn.prod.website-files.com/64628d0a55b289f26f93662f/js/universe-static.3839b89a.493e64e5529563ef.js	C:/My%20Web%20Sites/event/cdn.prod.website-files.com/64628d0a55b289f26f93662f/js/universe-static.3839b89a.493e64e5529563ef.js	(from https://www.universe.com/)
08:19:49	154597/154597	---MCZ	200	added ('OK')	application/javascript	etag:W/%2225be5-n7vuhWVYfwo6iXqEBF16IW76OmQ%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	C:/My%20Web%20Sites/event/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js	(from https://www.universe.com/)
08:19:50	98568/98568	---MC-	200	added ('OK')	text/css	date:Thu,%2010%20Jul%202025%2020:29:38%20GMT	https://www.universe.com/multiverse/assets/vendor-0bfc93c1b0e23eba333d2f2ecda96177.css	C:/My%20Web%20Sites/event/www.universe.com/multiverse/assets/vendor-0bfc93c1b0e23eba333d2f2ecda96177.css	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:50	14108/14108	---MC-	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2020:29:36%20GMT	https://www.universe.com/multiverse/assets/apple-touch-icon-152x152-3ee2f051700db4feb63e3385ed9e1ade.png	C:/My%20Web%20Sites/event/www.universe.com/multiverse/assets/apple-touch-icon-152x152-3ee2f051700db4feb63e3385ed9e1ade.png	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:51	8434/8434	---MC-	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2020:29:36%20GMT	https://www.universe.com/multiverse/assets/apple-touch-icon-144x144-75fd26c3c59392f0f2ff6d771e1e4c1e.png	C:/My%20Web%20Sites/event/www.universe.com/multiverse/assets/apple-touch-icon-144x144-75fd26c3c59392f0f2ff6d771e1e4c1e.png	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:51	2368857/2368857	---MC-	200	added ('OK')	text/css	date:Thu,%2010%20Jul%202025%2020:29:38%20GMT	https://www.universe.com/multiverse/assets/multiverse-c4b9354e1b21ebff4b0a706e17cfe03e.css	C:/My%20Web%20Sites/event/www.universe.com/multiverse/assets/multiverse-c4b9354e1b21ebff4b0a706e17cfe03e.css	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:51	1761/1761	---MC-	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2020:29:37%20GMT	https://www.universe.com/multiverse/assets/apple-touch-icon-120x120-b51a15089acb39cb16de3741bd50b143.png	C:/My%20Web%20Sites/event/www.universe.com/multiverse/assets/apple-touch-icon-120x120-b51a15089acb39cb16de3741bd50b143.png	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:52	8094/8094	---MC-	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2020:29:36%20GMT	https://www.universe.com/multiverse/assets/apple-touch-icon-114x114-2c3deeefb52a36e1dc68836e10d50e5a.png	C:/My%20Web%20Sites/event/www.universe.com/multiverse/assets/apple-touch-icon-114x114-2c3deeefb52a36e1dc68836e10d50e5a.png	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:52	3901/3901	---MC-	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2020:29:36%20GMT	https://www.universe.com/multiverse/assets/apple-touch-icon-76x76-518e233d6e7e442667860aeec046a7e8.png	C:/My%20Web%20Sites/event/www.universe.com/multiverse/assets/apple-touch-icon-76x76-518e233d6e7e442667860aeec046a7e8.png	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:52	2888/2888	---MC-	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2020:29:36%20GMT	https://www.universe.com/multiverse/assets/apple-touch-icon-72x72-dddff34c399bdb069deed4af1f44929c.png	C:/My%20Web%20Sites/event/www.universe.com/multiverse/assets/apple-touch-icon-72x72-dddff34c399bdb069deed4af1f44929c.png	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:53	3938/3938	---M-Z	200	added ('OK')	text/css	etag:%225eb03e2d-f62%22	http://cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.0.3/cookieconsent.min.css	C:/My%20Web%20Sites/event/cdnjs.cloudflare.com/ajax/libs/cookieconsent2/3.0.3/cookieconsent.min.css	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:53	2676/2676	---MC-	200	added ('OK')	image/png	date:Thu,%2010%20Jul%202025%2020:29:36%20GMT	https://www.universe.com/multiverse/assets/apple-touch-icon-57x57-dc48dc1839e5e7401c5b4beccd693ee7.png	C:/My%20Web%20Sites/event/www.universe.com/multiverse/assets/apple-touch-icon-57x57-dc48dc1839e5e7401c5b4beccd693ee7.png	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:54	108928/108928	---MC-	200	added ('OK')	text/javascript	etag:W/%22cafcc0bce9cbf7f24ca54a1f9f1ba31f%22	https://www.universe.com/embed2.js	C:/My%20Web%20Sites/event/www.universe.com/embed2.js	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:54	282/282	---M--	500	error ('Domain%20Not%20Found')	text/html	date:Mon,%2014%20Jul%202025%2007:19:55%20GMT	https://embed.ticketmaster.com/tm.js	C:/My%20Web%20Sites/event/embed.ticketmaster.com/tm.4c.delayed	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:55	24130/24130	---M-Z	200	added ('OK')	application/javascript	etag:%22f909bf032d1bdedfc7624cda27af571c%22	https://cdn.ravenjs.com/3.12.1/ember/raven.min.js	C:/My%20Web%20Sites/event/cdn.ravenjs.com/3.12.1/ember/raven.min.js	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
08:19:56	27798/27798	---MC-	200	added ('OK')	text/javascript	date:Thu,%2010%20Jul%202025%2020:29:38%20GMT	https://www.universe.com/multiverse/assets/intl/polyfill/Intl.min-4300b32b1b4a67e942bf6548045b1127.js	C:/My%20Web%20Sites/event/www.universe.com/multiverse/assets/intl/polyfill/Intl.min-4300b32b1b4a67e942bf6548045b1127.js	(from https://www.universe.com/sign-in?redirectTo=https://www.universe.com/api/v2/current_user.json)
